epoch,train_loss,val_loss,val_acc,val_f1,test_acc,test_f1
1,1.021392510098926,0.9293716179837082,0.5724906921386719,0.5724907063197026,,
2,0.5023647607383082,0.6067261944029854,0.7397769689559937,0.6568627450980392,,
3,0.44025611271292475,0.5622360273143173,0.7620818018913269,0.7987421383647799,,
4,0.40913969429872804,0.4370559493848382,0.7992565035820007,0.7672413793103449,,
5,0.4300756313033023,2.9760868827428073,0.6096653938293457,0.7091412742382271,,
6,0.4105352850283607,0.4696285784466116,0.7620818018913269,0.6923076923076923,,
7,0.3502289662926884,0.4590578298586452,0.8401486873626709,0.8436363636363636,,
8,0.35122102397983357,0.9337861139091861,0.5985130071640015,0.3076923076923077,,
9,0.3506748832888522,0.41255703003433114,0.810408890247345,0.8015564202334631,,
10,0.30818884049431755,1.3558053606948002,0.5204460620880127,0.015267175572519083,,
11,0.30005045260413216,0.6574338475124544,0.7100371718406677,0.6176470588235294,,
12,0.3160702919555923,1.5689119982453528,0.5167286396026611,0.0,,
13,0.2811151156991215,3.3307249398528143,0.5947955250740051,0.7029972752043597,,
14,0.2677249832678649,0.8546461859600252,0.6505576372146606,0.45348837209302323,,
15,0.2621554636349112,0.4928745026925239,0.821561336517334,0.8048780487804879,,
16,0.2942244380207385,0.5178436725556186,0.8364312052726746,0.8382352941176471,,
17,0.2584743282552493,0.44775357787050724,0.8438661694526672,0.8444444444444444,,
18,0.25808717562990674,1.2706827355140204,0.5650557279586792,0.21476510067114093,,
19,0.19199235307968268,0.5230219763007748,0.8513011336326599,0.8540145985401459,,
20,0.1518936402211755,0.8387885235499272,0.6654275059700012,0.5,,
21,0.1707226723685103,1.4841950382884994,0.5724906921386719,0.21768707482993196,,
22,0.16125883452467998,1.403405541713353,0.7732341885566711,0.8013029315960912,,
23,0.18267612285533194,1.1985058093159615,0.7100371718406677,0.6213592233009708,,
24,0.1581697325080128,0.4772813247038972,0.7955390214920044,0.759825327510917,,
25,0.1225998477410462,0.6059710206152338,0.8810408711433411,0.8787878787878788,,
26,0.10723839858073299,0.6212463511853413,0.7620818018913269,0.6981132075471698,,
27,0.09852199332188752,0.7260072993523127,0.7063196897506714,0.5948717948717949,,
28,0.11879582330584526,0.6855419883054429,0.7992565035820007,0.775,,
29,0.09394857918812057,0.5316670282179539,0.8178438544273376,0.7966804979253111,,
30,0.06721974492578184,1.066044707502131,0.7843866348266602,0.8092105263157895,,
31,0.09006033995646541,1.319921542388356,0.7509293556213379,0.7899686520376176,,
32,0.07156948202242286,1.6517645156073304,0.6988847255706787,0.5714285714285714,,
33,0.050931035241080544,0.49670894925922265,0.8364312052726746,0.8181818181818182,,
34,0.03617997240212004,1.360941084787305,0.7472118735313416,0.6730769230769231,,
35,0.05921046069617999,0.7592358072894213,0.8513011336326599,0.8581560283687943,,
