C,val_acc,val_f1,val_precision,val_recall,best_thr,test_acc,test_f1,test_precision,test_recall
0.3,0.8066914498141264,0.8142857142857143,0.76,0.8769230769230769,0.4000000000000002,0.8102189781021898,0.796875,0.8225806451612904,0.7727272727272727
