epoch,train_loss,val_acc,val_f1,val_precision,val_recall,val_thr,test_acc,test_f1,test_precision,test_recall,test_thr
41,0.37918989587638335,0.8364312267657993,0.841726618705036,0.7905405405405406,0.9,0.5000000000000002,,,,,
42,0.3725423999762131,0.8401486988847584,0.8401486988847584,0.8129496402877698,0.8692307692307693,0.45000000000000023,,,,,
43,0.3610793645099058,0.8438661710037175,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.4200000000000002,,,,,
44,0.36309859409170636,0.8438661710037175,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.4000000000000002,,,,,
45,0.36097115581318484,0.8401486988847584,0.8389513108614233,0.8175182481751825,0.8615384615384616,0.4400000000000002,,,,,
46,0.3599424544027296,0.8475836431226765,0.8487084870848709,0.8156028368794326,0.8846153846153846,0.47000000000000025,,,,,
47,0.35801493717452226,0.8401486988847584,0.8389513108614233,0.8175182481751825,0.8615384615384616,0.45000000000000023,,,,,
48,0.3540265115640931,0.8327137546468402,0.8327137546468402,0.8057553956834532,0.8615384615384616,0.34000000000000014,,,,,
49,0.36124786785093405,0.8401486988847584,0.8389513108614233,0.8175182481751825,0.8615384615384616,0.4300000000000002,,,,,
50,0.35541790471238605,0.8438661710037175,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.46000000000000024,,,,,
51,0.35766684958490275,0.8475836431226765,0.8452830188679246,0.8296296296296296,0.8615384615384616,0.45000000000000023,,,,,
52,0.35532363390518446,0.8438661710037175,0.8396946564885496,0.8333333333333334,0.8461538461538461,0.4000000000000002,,,,,
53,0.35554456559278197,0.8438661710037175,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.46000000000000024,,,,,
54,0.35237702979879865,0.8438661710037175,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.5100000000000002,,,,,
55,0.3606352098917557,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.4300000000000002,,,,,
56,0.3535924210386761,0.8475836431226765,0.8452830188679246,0.8296296296296296,0.8615384615384616,0.45000000000000023,,,,,
57,0.3503289061077571,0.8327137546468402,0.8327137546468402,0.8057553956834532,0.8615384615384616,0.34000000000000014,,,,,
58,0.3546708246408883,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.5000000000000002,,,,,
59,0.3521931029982486,0.8327137546468402,0.8327137546468402,0.8057553956834532,0.8615384615384616,0.35000000000000014,,,,,
60,0.3593991530143609,0.8438661710037175,0.8455882352941176,0.8098591549295775,0.8846153846153846,0.4400000000000002,,,,,
61,0.35487672231965145,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.45000000000000023,,,,,
62,0.3589004722692199,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.4400000000000002,,,,,
63,0.3510325258061037,0.8550185873605948,0.8517110266159695,0.8421052631578947,0.8615384615384616,0.49000000000000027,,,,,
64,0.3560790515552133,0.8513011152416357,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.45000000000000023,,,,,
65,0.3497436678005477,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.45000000000000023,,,,,
66,0.3491323064949553,0.8401486988847584,0.8377358490566038,0.8222222222222222,0.8538461538461538,0.4000000000000002,,,,,
67,0.3453203480122453,0.8513011152416357,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.48000000000000026,,,,,
68,0.34596848992978113,0.8438661710037175,0.8409090909090909,0.8283582089552238,0.8538461538461538,0.4300000000000002,,,,,
69,0.34874363672935355,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.45000000000000023,,,,,
70,0.35091328418861,0.8438661710037175,0.8409090909090909,0.8283582089552238,0.8538461538461538,0.4400000000000002,,,,,
71,0.3519390922481731,0.8438661710037175,0.8409090909090909,0.8283582089552238,0.8538461538461538,0.4100000000000002,,,,,
72,0.34601206799684947,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.4300000000000002,,,,,
73,0.34392853763143894,0.8475836431226765,0.8452830188679246,0.8296296296296296,0.8615384615384616,0.45000000000000023,,,,,
74,0.3506122509301719,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.45000000000000023,,,,,
75,0.35150484968039947,0.8438661710037175,0.8396946564885496,0.8333333333333334,0.8461538461538461,0.45000000000000023,,,,,
76,0.33807536100937147,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.47000000000000025,,,,,
77,0.34367021362660294,0.8401486988847584,0.8365019011406845,0.8270676691729323,0.8461538461538461,0.45000000000000023,,,,,
78,0.3510080808300083,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.4400000000000002,,,,,
79,0.3415153011427087,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.45000000000000023,,,,,
80,0.3454279965263302,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.4200000000000002,,,,,
81,0.34458305977158626,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.46000000000000024,,,,,
82,0.3440514792830257,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.4400000000000002,,,,,
83,0.3433706386614654,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.4300000000000002,,,,,
84,0.34298070962146177,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.46000000000000024,,,,,
85,0.3466209738941516,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.45000000000000023,,,,,
86,0.34402105894129154,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.45000000000000023,,,,,
87,0.3437660644620152,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.4400000000000002,,,,,
88,0.34285792455834857,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.45000000000000023,,,,,
89,0.3458107679577197,0.8513011152416357,0.8484848484848485,0.835820895522388,0.8615384615384616,0.45000000000000023,,,,,
90,0.3405958611076161,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.4400000000000002,,,,,
91,0.34173361982329414,0.8475836431226765,0.844106463878327,0.8345864661654135,0.8538461538461538,0.46000000000000024,,,,,
92,0.340814998594381,0.8438661710037175,0.8409090909090909,0.8283582089552238,0.8538461538461538,0.4300000000000002,,,,,
93,0.3433056615166745,0.8513011152416357,0.8473282442748091,0.8409090909090909,0.8538461538461538,0.47000000000000025,,,,,
best,,,0.8517110266159695,,,0.49000000000000027,0.8540145985401459,0.8387096774193549,0.896551724137931,0.7878787878787878,0.49000000000000027
