C,val_acc,val_macro_f1,val_precision_macro,val_recall_macro,test_acc,test_macro_f1,test_precision_macro,test_recall_macro
3.0,0.5836431226765799,0.5628205128205128,0.5881270737852531,0.6152927675666562,0.6204379562043796,0.5758366012300847,0.620958914379967,0.6286659768802626
