epoch,train_loss,val_acc,val_macro_f1,val_precision_macro,val_recall_macro,test_acc,test_macro_f1
45,0.7274260783599595,0.6617100371747212,0.613171429054797,0.6245195178384834,0.6177556307410677,,
46,0.7250602507995347,0.6691449814126395,0.6259601449275363,0.6480508912582021,0.6246382665008112,,
47,0.720686249813791,0.6765799256505576,0.6258153412178669,0.6380950566973347,0.6272599741237963,,
48,0.7127585926298368,0.6914498141263941,0.6325876450676983,0.6497071227741331,0.624767755050075,,
49,0.7136006628052664,0.6654275092936803,0.6140278476531817,0.6211422560992269,0.6180685667783266,,
50,0.7240324404280064,0.6728624535315985,0.6301634649230761,0.6536345598845599,0.6299112957199314,,
51,0.7100846464351073,0.6840148698884758,0.6382085317240851,0.6611801949695542,0.6347557933275869,,
52,0.7159857275122303,0.6728624535315985,0.6229088308598618,0.6355465407244665,0.624832789657777,,
53,0.7044152405302403,0.6877323420074349,0.6409176437836774,0.6630013199309575,0.6373873722749552,,
54,0.7035072870173696,0.6691449814126395,0.6079520217959098,0.6189238978842939,0.6038997753037099,,
55,0.709817984346616,0.6728624535315985,0.6303925762314467,0.6506333484338003,0.6333703239170791,,
56,0.717058721235243,0.6914498141263941,0.6351357185900365,0.6530009794948983,0.6280223887658737,,
57,0.7144804889872923,0.6914498141263941,0.6397122032445164,0.6558272456709957,0.637173106469223,,
58,0.7205211601014865,0.6765799256505576,0.6306129215611974,0.651568159874049,0.6305146078395951,,
59,0.7087094298863815,0.6951672862453532,0.6442269006197323,0.669307968196353,0.6361412627380947,,
60,0.7083821781611038,0.6691449814126395,0.6275689588189588,0.6501881845023518,0.62789290021661,,
61,0.6945781192537082,0.6877323420074349,0.6354188033621129,0.6494043746950724,0.6345415275218547,,
62,0.709841615062649,0.6765799256505576,0.6345161791732575,0.6597276581865623,0.6333604525926959,,
63,0.7006411703966432,0.6877323420074349,0.6354188033621129,0.6494043746950724,0.6345415275218547,,
64,0.6848809587753425,0.6765799256505576,0.6291667814224204,0.645731474407945,0.6303102133582461,,
65,0.7036272519725865,0.6802973977695167,0.6284836586976419,0.6401947861029675,0.6296871585898158,,
best,,,0.6467774427961616,,,0.7226277372262774,0.5889819143064132
